High,Month,Model_ID,AI_Service,Department,Transactions_Processed,Accuracy_Score,Prediction_Confidence,Bias_Flag_Count,Manual_Override_Count,Customer_Complaints,Compliance_Violations,Cloud_Resource_Cost,Avg_Response_Time,Failed_Decisions,Risk_Level,Compliance_Status,Region
RID0421,Dec,M103,Fraud Detection AI,Customer Service,1435,96.21,94.54,7,98,25,4,5701,4.26,18,High,Violation,Midlands
RID0422,Jun,M102,Customer Support Chatbot,HR,2221,79.76,82.39,5,16,37,3,7750,5.93,146,High,Review Required,North UK
RID0423,Apr,M101,Resume Screening AI,Finance,2400,72.33,76.1,7,23,16,4,2649,5.46,207,Critical,Violation,London
RID0424,Oct,M104,Loan Approval AI,HR,3628,95.54,94.47,3,43,3,4,5184,1.57,21,High,Violation,Scotland
RID0425,May,M104,Loan Approval AI,Operations,1756,86.92,87.35,7,36,11,4,7605,6.17,90,High,Violation,North UK
RID0426,Nov,M102,Customer Support Chatbot,HR,2827,85.25,85.42,7,27,36,5,3608,7.67,110,High,Violation,Scotland
RID0427,Nov,M102,Customer Support Chatbot,HR,4425,79.42,80.56,2,29,25,2,7088,9.75,155,High,Review Required,Scotland
RID0428,Mar,M104,Loan Approval AI,HR,2920,90.01,89.84,6,23,6,1,7825,4.02,71,Medium,Review Required,North UK
RID0429,Jan,M101,Resume Screening AI,Sales,2667,67.56,71.36,9,44,10,2,5971,5.58,247,Critical,Review Required,Midlands
RID0430,Mar,M101,Resume Screening AI,Operations,907,96.21,94.62,15,37,11,4,4949,2.9,15,Critical,Violation,Scotland
RID0431,May,M104,Loan Approval AI,Customer Service,4092,81.54,82.61,3,60,4,1,2654,2.66,136,High,Review Required,London
RID0432,May,M104,Loan Approval AI,Customer Service,2207,96.32,94.82,8,39,22,0,3665,6.89,17,High,Compliant,Midlands
RID0433,Jan,M105,Inventory Forecast AI,Customer Service,2964,83.02,84.35,2,44,13,5,13326,6.63,120,High,Violation,London
RID0434,May,M104,Loan Approval AI,Sales,2929,88.86,89.28,7,32,14,3,4700,4.25,77,High,Review Required,London
RID0435,Mar,M101,Resume Screening AI,Operations,1812,74.12,77.58,14,22,15,1,5721,3.86,192,Critical,Review Required,North UK
RID0436,Feb,M103,Fraud Detection AI,HR,1290,81.81,83.11,3,91,23,9,2730,2.78,131,Critical,Violation,London
RID0437,Apr,M105,Inventory Forecast AI,Operations,4203,89.26,89,8,16,11,0,13500,3.64,71,High,Compliant,North UK
RID0438,Apr,M104,Loan Approval AI,Finance,2618,73.25,76.41,2,16,25,2,8841,1.72,203,Critical,Review Required,North UK
RID0439,Jun,M101,Resume Screening AI,Sales,3757,86.66,86.98,14,12,4,3,4037,6.11,91,Critical,Review Required,North UK
RID0440,Feb,M105,Inventory Forecast AI,Operations,1300,84.25,85.27,6,41,16,2,10802,2.29,110,Medium,Review Required,London
RID0441,Jan,M103,Fraud Detection AI,Operations,2112,83.69,84.69,5,42,16,5,5719,1.58,116,High,Violation,North UK
RID0442,Dec,M101,Resume Screening AI,Customer Service,2796,69.49,73.17,10,47,19,5,5941,3.89,235,Critical,Violation,Midlands
RID0443,Aug,M104,Loan Approval AI,HR,1780,73.45,75.86,4,22,25,1,3069,1.69,203,Critical,Review Required,London
RID0444,Feb,M105,Inventory Forecast AI,HR,1010,82.98,84.75,8,26,19,5,14383,2.95,122,High,Violation,London
RID0445,Jul,M102,Customer Support Chatbot,Customer Service,1816,78.87,81.33,1,8,27,1,5581,10.64,154,High,Review Required,Midlands
RID0446,Jul,M101,Resume Screening AI,HR,4991,81.75,82.6,15,54,17,0,7455,3.64,136,Critical,Compliant,Midlands
RID0447,Feb,M102,Customer Support Chatbot,Sales,1121,76.07,78.72,7,54,37,0,2049,5.4,178,High,Compliant,London
RID0448,Oct,M102,Customer Support Chatbot,Operations,3701,72.09,74.86,0,15,30,3,8759,10.93,214,Critical,Review Required,North UK
RID0449,Jan,M101,Resume Screening AI,Finance,1220,68.92,72.48,7,44,10,2,8422,4.52,239,Critical,Review Required,North UK
RID0450,Nov,M101,Resume Screening AI,HR,4119,67.04,71.15,11,33,18,4,8863,1.93,249,Critical,Violation,North UK
RID0451,Nov,M103,Fraud Detection AI,Operations,2105,95.36,94.26,6,49,9,10,8320,1.9,27,Critical,Violation,Midlands
RID0452,Mar,M101,Resume Screening AI,HR,3348,75.35,77.82,10,38,21,0,7302,1.12,185,Critical,Compliant,Scotland
RID0453,Sep,M105,Inventory Forecast AI,Finance,2007,93.51,92.37,6,11,4,0,10140,3.95,40,Medium,Compliant,Midlands
RID0454,May,M104,Loan Approval AI,Finance,1418,95.82,94.43,5,37,1,5,6454,1.51,23,High,Violation,Midlands
RID0455,Sep,M103,Fraud Detection AI,Sales,4460,77.31,79.96,4,40,10,3,4808,1.91,167,High,Review Required,London
RID0456,May,M102,Customer Support Chatbot,Customer Service,3547,89.37,89.41,3,20,48,3,6756,5.61,70,Medium,Review Required,North UK
RID0457,Dec,M102,Customer Support Chatbot,Customer Service,3501,97.62,95.83,8,41,39,3,3369,8.77,10,High,Review Required,Scotland
RID0458,May,M105,Inventory Forecast AI,Finance,3830,84,85.04,2,19,16,5,12744,1.37,115,High,Violation,North UK
RID0459,Oct,M104,Loan Approval AI,Sales,1902,79.37,80.49,3,16,25,2,6802,1.92,157,High,Review Required,Scotland
RID0460,Aug,M101,Resume Screening AI,HR,3651,75.48,78.56,5,37,4,2,2393,6.53,182,Critical,Review Required,London
RID0461,Feb,M105,Inventory Forecast AI,Finance,1724,86.37,86.78,8,17,17,3,14262,3.35,100,High,Review Required,London
RID0462,Jul,M101,Resume Screening AI,HR,4575,80.02,82.19,8,39,25,3,2646,4.48,147,High,Review Required,Scotland
RID0463,Dec,M105,Inventory Forecast AI,Customer Service,2804,67.76,72.11,5,42,23,4,13596,3,247,Critical,Violation,North UK
RID0464,Oct,M102,Customer Support Chatbot,Finance,866,82.21,83.06,6,59,49,5,7586,5.98,130,High,Violation,Scotland
RID0465,Jan,M102,Customer Support Chatbot,Operations,2310,73.91,77.36,1,36,21,1,8502,5.28,195,Critical,Review Required,North UK
RID0466,Mar,M104,Loan Approval AI,Operations,4160,83.22,84.13,3,33,6,1,4333,1.11,119,Medium,Review Required,Midlands
RID0467,Jun,M101,Resume Screening AI,Sales,1547,83.98,84.95,8,48,23,5,3999,5.21,114,High,Violation,London
RID0468,Nov,M104,Loan Approval AI,Customer Service,1405,80.33,82.24,8,58,5,4,7137,6.35,144,High,Violation,London
RID0469,Jun,M102,Customer Support Chatbot,Customer Service,3594,82.29,83.34,0,36,19,1,7327,8.6,129,High,Review Required,Scotland
RID0470,May,M102,Customer Support Chatbot,HR,2450,80.4,81.89,6,41,38,1,8192,10.77,146,High,Review Required,North UK
RID0471,Jun,M105,Inventory Forecast AI,Customer Service,4902,69.68,72.83,1,19,21,5,14447,1.51,232,Critical,Violation,North UK
RID0472,Jan,M103,Fraud Detection AI,Customer Service,1314,93.41,93.16,2,62,19,10,5911,1.19,38,Critical,Violation,North UK
RID0473,Jun,M103,Fraud Detection AI,Finance,4106,89.23,88.4,2,59,8,3,5418,1.97,78,Medium,Review Required,London
RID0474,Oct,M102,Customer Support Chatbot,Finance,3389,72.31,75.12,0,11,28,1,8382,6.55,209,Critical,Review Required,North UK
RID0475,Apr,M103,Fraud Detection AI,Operations,3915,68.19,72.41,2,69,4,5,8808,2.14,241,Critical,Violation,London
RID0476,Aug,M103,Fraud Detection AI,Finance,1796,77.97,80.21,3,72,3,6,2325,3.71,163,High,Violation,Scotland
RID0477,Oct,M104,Loan Approval AI,Operations,891,94.4,92.61,7,43,17,1,8531,6.62,34,High,Review Required,Midlands
RID0478,Dec,M102,Customer Support Chatbot,Operations,4429,78.76,81.14,8,36,17,2,7372,10.34,158,High,Review Required,London
RID0479,Apr,M101,Resume Screening AI,Customer Service,1709,79.66,81.75,8,19,10,5,3041,5.1,150,High,Violation,North UK
RID0480,Nov,M102,Customer Support Chatbot,Finance,3476,70.16,73.77,1,17,36,1,5020,6.33,230,Critical,Review Required,Scotland
RID0481,Jun,M105,Inventory Forecast AI,Customer Service,3367,78.34,80.09,0,39,15,0,12962,5.91,164,High,Compliant,Midlands
RID0482,May,M104,Loan Approval AI,Sales,3537,73.83,76.89,0,48,1,3,5578,1.32,198,Critical,Review Required,Midlands
RID0483,May,M105,Inventory Forecast AI,Customer Service,4462,72.26,75.89,1,45,15,1,9580,6.89,209,Critical,Review Required,London
RID0484,Dec,M105,Inventory Forecast AI,HR,3259,74.66,76.93,6,60,9,1,12783,1.85,193,Critical,Review Required,North UK
RID0485,Dec,M103,Fraud Detection AI,Customer Service,1972,78.49,79.92,8,43,13,4,8161,5.87,163,High,Violation,London
RID0486,Oct,M101,Resume Screening AI,HR,4168,72.2,75.3,12,25,5,1,2605,6.68,210,Critical,Review Required,North UK
RID0487,Jun,M105,Inventory Forecast AI,Customer Service,4335,80.36,81.91,7,27,22,1,13412,3.88,146,High,Review Required,Scotland
RID0488,Sep,M101,Resume Screening AI,Operations,2365,81.99,83.13,13,37,14,2,4005,3.35,134,Critical,Review Required,Scotland
RID0489,Mar,M103,Fraud Detection AI,Sales,4928,73.24,76.35,4,59,15,5,6504,5.04,205,Critical,Violation,North UK
RID0490,Feb,M101,Resume Screening AI,Customer Service,885,85.68,85.95,8,42,12,0,7605,2.39,104,High,Compliant,London
RID0491,Nov,M102,Customer Support Chatbot,Finance,4988,76.45,78.84,4,37,40,4,6000,7.92,177,High,Violation,London
RID0492,Dec,M103,Fraud Detection AI,Finance,4390,90.59,90.72,7,75,20,4,5140,3.8,60,High,Violation,North UK
RID0493,Nov,M103,Fraud Detection AI,HR,1130,86.05,87,0,88,4,7,2957,5.48,99,Critical,Violation,London
RID0494,Jun,M104,Loan Approval AI,Sales,2090,87.35,87.61,7,42,4,4,7097,4.49,86,High,Violation,London
RID0495,Oct,M105,Inventory Forecast AI,Sales,3712,85.63,86.82,3,29,4,1,13127,5.9,100,Medium,Review Required,North UK
RID0496,Jul,M103,Fraud Detection AI,Sales,994,90.27,90.08,3,48,2,8,2520,4.82,69,Critical,Violation,Midlands
RID0497,Jul,M101,Resume Screening AI,HR,1212,92.16,91.62,14,42,15,0,2252,6.78,50,Critical,Compliant,North UK
RID0498,Jan,M105,Inventory Forecast AI,Finance,1863,68.7,72.65,3,10,2,0,13006,4.31,237,Critical,Compliant,North UK
RID0499,Nov,M101,Resume Screening AI,Customer Service,2887,75.63,77.85,14,38,8,2,4869,4.59,184,Critical,Review Required,Scotland
RID0500,Jul,M105,Inventory Forecast AI,Customer Service,1613,67.51,71.41,8,53,14,4,11624,4.35,249,Critical,Violation,Scotland
RID0501,May,M103,Fraud Detection AI,Sales,1288,85.9,85.92,5,91,16,3,7738,2.46,101,Medium,Review Required,Midlands
RID0502,Sep,M105,Inventory Forecast AI,Sales,4571,94.5,92.82,8,37,25,0,10946,1.49,35,High,Compliant,North UK
RID0503,Sep,M103,Fraud Detection AI,Finance,1814,81.59,83.07,2,48,1,4,4636,6.9,135,High,Violation,London
RID0504,Jun,M101,Resume Screening AI,HR,1949,74.53,77.81,14,39,1,0,8693,5.02,189,Critical,Compliant,Scotland
RID0505,Jan,M101,Resume Screening AI,Customer Service,1887,88.86,89.08,12,28,21,4,6622,4.05,78,Critical,Violation,Scotland
RID0506,Jun,M102,Customer Support Chatbot,Finance,2903,70.32,73.92,5,55,17,1,5209,6.82,226,Critical,Review Required,Scotland
RID0507,Feb,M101,Resume Screening AI,Customer Service,1213,70.43,74.77,11,22,20,2,7072,3.24,222,Critical,Review Required,Scotland
RID0508,Jan,M105,Inventory Forecast AI,Sales,4662,93.47,92.6,7,23,12,5,14515,4.48,43,High,Violation,North UK
RID0509,Jul,M104,Loan Approval AI,Operations,1772,95.98,94.2,2,43,7,4,2109,2.72,23,High,Violation,London
RID0510,Sep,M101,Resume Screening AI,Sales,1913,87.76,88.02,5,53,0,3,7900,6.08,87,Medium,Review Required,North UK
RID0511,Aug,M101,Resume Screening AI,Operations,4798,80.83,82.69,8,41,16,4,4526,2.89,141,High,Violation,North UK
RID0512,Jan,M101,Resume Screening AI,Operations,2347,87.53,87.64,11,6,23,1,2544,3.98,90,Critical,Review Required,North UK
RID0513,Jul,M101,Resume Screening AI,Operations,4546,77.04,79.28,10,29,4,1,4244,5.34,171,High,Review Required,Midlands
RID0514,Dec,M105,Inventory Forecast AI,Sales,4092,89.06,89.13,0,55,12,1,9069,6.61,73,Medium,Review Required,London
RID0515,Feb,M103,Fraud Detection AI,Customer Service,1888,88.88,88.99,7,76,7,7,7959,5.35,78,Critical,Violation,Midlands
RID0516,Sep,M102,Customer Support Chatbot,Operations,1361,72.3,75.55,6,10,32,1,2691,7.04,207,Critical,Review Required,London
RID0517,Jan,M102,Customer Support Chatbot,Sales,4093,95.11,93.89,3,36,23,5,3735,8.22,28,High,Violation,Midlands
RID0518,Jun,M102,Customer Support Chatbot,HR,3904,78.84,81.26,8,45,21,4,8569,10.2,155,High,Violation,Scotland
RID0519,Jun,M101,Resume Screening AI,Customer Service,3981,86.94,87.58,13,6,6,0,3914,3.11,89,Critical,Compliant,Midlands
RID0520,May,M104,Loan Approval AI,Customer Service,4004,96.65,94.31,6,23,18,4,5003,5.88,18,High,Violation,Midlands
RID0521,Jan,M102,Customer Support Chatbot,HR,1829,84.08,85.25,1,38,45,3,7919,5.07,117,Medium,Review Required,North UK
RID0522,Sep,M101,Resume Screening AI,Operations,1521,79.68,80.78,14,31,7,2,8909,2.46,154,Critical,Review Required,North UK
RID0523,Jun,M104,Loan Approval AI,Finance,4260,94.5,93.27,7,54,20,2,5527,5.38,33,High,Review Required,North UK
RID0524,Feb,M105,Inventory Forecast AI,Operations,1705,78.2,79.84,2,10,0,3,10242,4.02,164,High,Review Required,Scotland
RID0525,Dec,M104,Loan Approval AI,HR,1495,71.5,75.26,1,47,13,1,5441,6.78,216,Critical,Review Required,Scotland
RID0526,Oct,M104,Loan Approval AI,Finance,2744,97.08,94.9,6,42,21,5,6894,4.93,12,High,Violation,London
RID0527,May,M105,Inventory Forecast AI,Finance,949,87.53,88,7,45,0,2,13727,4.71,88,High,Review Required,North UK
RID0528,Sep,M103,Fraud Detection AI,Finance,1292,77.04,79.72,3,80,25,8,5340,3.28,170,Critical,Violation,London
RID0529,Dec,M105,Inventory Forecast AI,HR,3891,91.7,91.05,7,45,10,2,9044,6.06,54,High,Review Required,North UK
RID0530,Nov,M101,Resume Screening AI,Customer Service,876,68.14,72.25,6,25,16,5,3724,1.43,244,Critical,Violation,Scotland
RID0531,Jan,M101,Resume Screening AI,Operations,2866,71.39,74.31,5,12,22,2,2877,6.5,219,Critical,Review Required,London
RID0532,Mar,M101,Resume Screening AI,Sales,2379,84.79,86.09,12,30,25,0,2775,1.92,108,Critical,Compliant,Midlands
RID0533,Sep,M103,Fraud Detection AI,HR,3068,71.38,74.6,3,41,18,10,5234,2.18,219,Critical,Violation,North UK
RID0534,Jul,M102,Customer Support Chatbot,HR,3040,69.64,73.54,4,23,37,2,6631,7.43,233,Critical,Review Required,London
RID0535,Aug,M102,Customer Support Chatbot,HR,3987,76.69,79.58,1,23,28,1,8671,6.8,174,High,Review Required,Midlands
RID0536,Mar,M105,Inventory Forecast AI,Finance,2618,82.39,83.73,7,35,10,4,12115,1.81,130,High,Violation,Scotland
RID0537,Jan,M105,Inventory Forecast AI,Finance,1532,86.89,86.46,5,60,13,4,10032,5.28,96,High,Violation,North UK
RID0538,Feb,M105,Inventory Forecast AI,Sales,3448,82.08,83.02,4,58,2,4,10720,2.58,132,High,Violation,London
RID0539,Jun,M101,Resume Screening AI,Operations,4478,90.3,90.68,10,11,22,5,7877,4.03,62,High,Violation,London
RID0540,Dec,M104,Loan Approval AI,Finance,3827,92.64,91.55,0,9,2,2,5185,5.8,50,Medium,Review Required,North UK
RID0541,Nov,M101,Resume Screening AI,Sales,1494,84.4,85.39,12,49,5,1,3033,4.86,112,Critical,Review Required,Scotland
RID0542,May,M104,Loan Approval AI,Sales,3346,75.75,77.55,2,58,24,2,3586,3.52,186,Critical,Review Required,Scotland
RID0543,Mar,M105,Inventory Forecast AI,Operations,3835,86.17,86.71,7,53,24,1,11579,4.34,99,High,Review Required,Midlands
RID0544,Jan,M105,Inventory Forecast AI,HR,3893,85.85,86.03,4,30,20,2,14657,1.69,104,Medium,Review Required,Midlands
RID0545,May,M103,Fraud Detection AI,Finance,2190,91.76,90.88,2,51,15,6,7405,2.64,52,High,Violation,North UK
RID0546,Jun,M104,Loan Approval AI,HR,809,85.02,85.56,7,54,10,0,8881,3.65,108,High,Compliant,Scotland
RID0547,Aug,M104,Loan Approval AI,Customer Service,1597,89.86,88.77,8,59,21,2,6682,2.9,73,High,Review Required,North UK
RID0548,Oct,M105,Inventory Forecast AI,Sales,2945,85.52,86.2,0,36,13,4,12914,3.44,102,High,Violation,Midlands
RID0549,Dec,M105,Inventory Forecast AI,Operations,4547,74.1,76.89,7,29,23,1,13873,5.82,193,Critical,Review Required,London
RID0550,Feb,M102,Customer Support Chatbot,Customer Service,3857,90.89,90.67,0,16,49,3,7983,5.59,62,Medium,Review Required,Midlands
RID0551,Apr,M104,Loan Approval AI,Operations,863,74.24,77.02,1,26,1,0,4914,6.27,192,Critical,Compliant,Scotland
RID0552,Dec,M103,Fraud Detection AI,HR,1433,86.53,86.93,3,86,10,7,7853,2.6,92,Critical,Violation,Scotland
RID0553,Apr,M102,Customer Support Chatbot,Finance,3223,76.68,79.5,1,34,46,5,8678,7.24,174,High,Violation,Scotland
RID0554,May,M104,Loan Approval AI,Sales,2868,79.37,81.78,7,38,2,2,2997,2.3,151,High,Review Required,London
RID0555,Dec,M101,Resume Screening AI,HR,4386,90.31,89.94,11,39,20,3,8475,3.62,66,Critical,Review Required,Midlands
RID0556,Mar,M105,Inventory Forecast AI,Operations,3159,81.93,83.26,6,47,20,3,10722,4.06,130,High,Review Required,Midlands
RID0557,May,M105,Inventory Forecast AI,Customer Service,3672,81.07,83.2,2,38,17,2,14609,1.3,137,High,Review Required,Midlands
RID0558,Apr,M102,Customer Support Chatbot,Finance,2441,97.13,95.4,2,31,35,2,6672,10.28,13,Medium,Review Required,North UK
RID0559,Sep,M105,Inventory Forecast AI,Customer Service,1378,88.99,89.08,7,41,21,4,10763,1.52,73,High,Violation,Scotland
RID0560,Oct,M101,Resume Screening AI,HR,2573,70.32,74.21,13,56,0,3,6489,4.51,222,Critical,Review Required,Midlands
RID0561,Dec,M103,Fraud Detection AI,HR,3163,83.67,84.8,3,43,5,6,8963,1.45,119,High,Violation,London
RID0562,Feb,M101,Resume Screening AI,Finance,3202,88.99,88.8,8,21,4,2,6375,6.26,76,High,Review Required,North UK
RID0563,Apr,M105,Inventory Forecast AI,Customer Service,3083,92.51,91.53,5,18,6,4,14601,2.45,48,High,Violation,London
RID0564,Oct,M104,Loan Approval AI,Finance,4890,88.45,87.98,0,8,24,1,7265,6.34,84,Medium,Review Required,London
RID0565,Jul,M102,Customer Support Chatbot,Operations,1908,96.07,94.36,7,48,44,0,7717,9.53,17,High,Compliant,Scotland
RID0566,May,M105,Inventory Forecast AI,HR,1090,81.04,82.2,7,33,10,3,11024,4.29,140,High,Review Required,London
RID0567,Jan,M104,Loan Approval AI,HR,2626,96.72,95.48,6,17,22,5,3979,6.35,11,High,Violation,Scotland
RID0568,Mar,M101,Resume Screening AI,Sales,1696,71.57,75.65,15,27,10,5,7523,6.83,212,Critical,Violation,London
RID0569,Oct,M103,Fraud Detection AI,HR,1493,87.81,88.36,6,88,1,9,4367,4.53,86,Critical,Violation,Scotland
RID0570,May,M104,Loan Approval AI,Sales,900,90.14,89.79,1,19,14,5,2232,3.09,68,High,Violation,London
RID0571,Feb,M104,Loan Approval AI,Customer Service,2812,80.85,82.43,3,57,7,2,5520,6.95,141,High,Review Required,London
RID0572,Sep,M103,Fraud Detection AI,Operations,3460,73.83,76.67,2,88,16,3,3261,3.85,200,Critical,Review Required,Midlands
RID0573,Aug,M104,Loan Approval AI,HR,1757,72.78,76.19,5,13,15,4,7744,3.26,206,Critical,Violation,Scotland
RID0574,May,M103,Fraud Detection AI,Operations,3905,91,90.3,3,78,2,7,4752,4.13,63,Critical,Violation,Midlands
RID0575,Mar,M103,Fraud Detection AI,Operations,3931,78.1,80.11,3,56,17,6,6481,3.41,166,High,Violation,Midlands
RID0576,May,M102,Customer Support Chatbot,Finance,3894,89.36,88.81,4,53,23,1,5555,10.43,77,Medium,Review Required,Scotland
RID0577,Jul,M102,Customer Support Chatbot,HR,1508,74.37,77.87,1,15,28,5,4420,8.19,190,Critical,Violation,London
RID0578,Oct,M105,Inventory Forecast AI,Customer Service,1735,82.02,82.81,2,36,22,3,10360,1.87,133,High,Review Required,London
RID0579,Jul,M104,Loan Approval AI,Sales,4916,84.98,85.18,6,14,4,4,7586,4.79,112,High,Violation,Scotland
RID0580,Jul,M104,Loan Approval AI,Operations,1554,85.52,86.05,4,37,25,0,8943,6.81,105,Medium,Compliant,Midlands
RID0581,Feb,M105,Inventory Forecast AI,HR,1751,83.5,84.36,8,47,15,2,11819,4.43,119,High,Review Required,Scotland
RID0582,May,M104,Loan Approval AI,Finance,1375,68.25,71.85,3,18,11,1,4223,3.95,244,Critical,Review Required,Scotland
RID0583,May,M105,Inventory Forecast AI,Sales,2628,74.11,77.33,5,45,18,2,10118,5.24,196,Critical,Review Required,Scotland
RID0584,Feb,M105,Inventory Forecast AI,Operations,3058,77.01,79.64,7,17,15,3,10505,5.08,170,High,Review Required,Midlands
RID0585,Feb,M103,Fraud Detection AI,Operations,2519,95.18,93.68,0,70,3,3,2783,4.51,26,Medium,Review Required,Scotland
RID0586,Mar,M103,Fraud Detection AI,Sales,2359,76.87,78.65,8,91,1,4,3144,6.43,176,High,Violation,Scotland
RID0587,Nov,M103,Fraud Detection AI,Finance,3216,89.04,89.47,7,85,21,6,5697,4.99,75,High,Violation,London
RID0588,Sep,M102,Customer Support Chatbot,Customer Service,2371,67.86,71.68,2,22,48,0,6351,5.32,246,Critical,Compliant,London
RID0589,Apr,M103,Fraud Detection AI,Finance,1057,78.27,80.81,6,66,25,5,8157,1.55,159,High,Violation,Midlands
RID0590,Apr,M103,Fraud Detection AI,Operations,3983,90.75,89.97,2,94,11,6,2500,1.25,61,High,Violation,Scotland
RID0591,Nov,M105,Inventory Forecast AI,HR,1723,82.19,83,3,48,8,2,10165,6.5,132,High,Review Required,North UK
RID0592,Apr,M103,Fraud Detection AI,Finance,2903,77.57,80,0,41,13,9,4988,4.78,166,Critical,Violation,Midlands
RID0593,Apr,M102,Customer Support Chatbot,Operations,2266,82.69,83.89,1,13,43,0,8582,7.89,129,High,Compliant,London
RID0594,Oct,M101,Resume Screening AI,Operations,4270,89.33,89.21,9,17,22,0,7765,3.58,77,High,Compliant,North UK
RID0595,Jan,M101,Resume Screening AI,Operations,1664,79.92,81.87,7,37,15,1,6264,4.29,148,High,Review Required,Scotland
RID0596,Oct,M101,Resume Screening AI,Operations,1085,73.44,76.77,12,19,4,4,3696,1.82,199,Critical,Violation,London
RID0597,Aug,M102,Customer Support Chatbot,Operations,4142,72.75,75.37,0,49,37,3,3674,6.31,207,Critical,Review Required,North UK
RID0598,Mar,M102,Customer Support Chatbot,Finance,4376,68.94,73.07,0,48,30,3,8427,10.74,233,Critical,Review Required,Scotland
RID0599,Nov,M105,Inventory Forecast AI,Customer Service,2647,87.54,88.22,8,56,6,2,14564,5.52,85,High,Review Required,North UK
RID0600,Jul,M102,Customer Support Chatbot,Finance,2426,69.04,73.64,5,10,22,0,4681,7.37,233,Critical,Compliant,London
RID0601,Jan,M102,Customer Support Chatbot,Finance,2088,76.32,79.48,3,19,38,0,4295,6.41,175,High,Compliant,North UK
RID0602,Nov,M104,Loan Approval AI,Finance,4534,78.02,79.51,6,56,17,5,3522,2.81,167,High,Violation,Scotland
RID0603,Feb,M105,Inventory Forecast AI,Finance,2056,94.84,94.06,7,7,12,3,13267,2.05,28,High,Review Required,Scotland
RID0604,Aug,M101,Resume Screening AI,Sales,1662,91.91,91.26,15,38,5,2,5860,1.16,51,Critical,Review Required,Scotland
RID0605,Jul,M103,Fraud Detection AI,Sales,1738,86.73,87.3,8,83,7,3,4272,6.8,91,High,Review Required,North UK
RID0606,Aug,M102,Customer Support Chatbot,Finance,4651,83.1,83.87,2,35,23,0,6754,9.07,122,High,Compliant,London
RID0607,Jul,M103,Fraud Detection AI,Sales,3720,96.17,94.29,6,79,7,10,4533,4.75,19,Critical,Violation,Midlands
RID0608,Feb,M103,Fraud Detection AI,Finance,2805,94.12,93.42,0,57,24,10,7773,6.15,35,Critical,Violation,Midlands
RID0609,Oct,M101,Resume Screening AI,Sales,4233,87.9,87.36,5,46,8,5,5904,4.1,87,High,Violation,Scotland
RID0610,May,M103,Fraud Detection AI,HR,3713,82.6,83.98,3,49,5,10,7147,2.05,130,Critical,Violation,London
RID0611,Nov,M104,Loan Approval AI,Operations,3974,96.24,94.85,5,10,12,2,4456,6.26,19,Medium,Review Required,Scotland
RID0612,Jun,M102,Customer Support Chatbot,Operations,3144,94.95,93.17,8,59,30,1,8559,5.76,29,High,Review Required,North UK
RID0613,Jun,M105,Inventory Forecast AI,Operations,2050,87.76,88.13,5,37,2,2,10535,1.98,82,Medium,Review Required,London
RID0614,May,M102,Customer Support Chatbot,Customer Service,2692,91.87,91.17,0,54,39,1,7610,10.7,57,Low,Review Required,North UK
RID0615,Apr,M104,Loan Approval AI,Finance,820,76.06,78.58,2,60,1,2,8141,6.43,179,High,Review Required,North UK
RID0616,Oct,M102,Customer Support Chatbot,Sales,1352,81.75,82.4,1,58,45,2,2833,5.8,138,High,Review Required,Scotland
RID0617,Jun,M103,Fraud Detection AI,HR,4329,70.81,74.11,5,95,4,4,3706,2.68,222,Critical,Violation,Midlands
RID0618,Jan,M105,Inventory Forecast AI,Operations,1076,69.44,73.6,6,56,2,3,11022,2.91,232,Critical,Review Required,North UK
RID0619,Dec,M103,Fraud Detection AI,Operations,1345,67.95,72.08,7,57,14,10,5075,4.09,243,Critical,Violation,London
RID0620,Jul,M101,Resume Screening AI,Sales,1337,86.26,86.99,7,15,0,1,6131,5.42,96,High,Review Required,London
RID0621,Dec,M102,Customer Support Chatbot,Finance,2330,70.87,73.92,3,36,34,1,8861,5.82,223,Critical,Review Required,Scotland
RID0622,Mar,M103,Fraud Detection AI,Finance,4802,92.79,91.58,0,43,16,4,8035,5.6,46,High,Violation,Scotland
RID0623,Jan,M105,Inventory Forecast AI,HR,4556,77.22,79.06,7,16,24,2,14699,4.08,171,High,Review Required,Midlands
RID0624,Oct,M103,Fraud Detection AI,Finance,2207,82.33,83.18,2,60,0,3,3193,3.18,132,High,Review Required,London
RID0625,Sep,M103,Fraud Detection AI,Customer Service,4129,76.39,78.44,2,59,7,7,5000,1.29,177,Critical,Violation,Midlands
RID0626,Sep,M104,Loan Approval AI,Customer Service,2851,81.18,82.67,2,24,12,2,4396,1.89,139,High,Review Required,London
RID0627,Feb,M103,Fraud Detection AI,Finance,3080,76.95,79.85,2,54,2,5,5106,3.47,171,High,Violation,Midlands
RID0628,Jan,M101,Resume Screening AI,Operations,2538,83.96,84.36,11,12,22,4,4652,6.28,120,Critical,Violation,North UK
RID0629,Aug,M104,Loan Approval AI,Operations,2057,94.24,93.21,2,42,8,5,3368,1.67,36,High,Violation,Scotland
RID0630,Nov,M103,Fraud Detection AI,Customer Service,2663,90.78,90.25,1,77,7,10,4744,5.17,65,Critical,Violation,Scotland
RID0631,Aug,M101,Resume Screening AI,Customer Service,1120,94.98,93.15,13,22,8,0,2962,4.42,30,Critical,Compliant,Midlands
RID0632,Dec,M101,Resume Screening AI,Finance,3084,86.84,87.14,12,13,9,2,7670,4.54,93,Critical,Review Required,North UK
